,ID,City,Country,Latitude,Temperature (F),Cloudiness (%),Humidity (%),Wind Speed (MPH)
338,3372472,Vila Franca do Campo,PT,37.72,57.58160000000004,92,100,15.904656567288454
339,1735799,Sri Aman,MY,1.24,74.63659999999999,80,97,3.042240918637454
340,5992144,Kincardine,CA,44.18,33.191599999999994,0,92,7.739818807709994
342,2396853,Omboue,GA,-1.57,80.6216,56,100,9.193831011470543
343,3133472,Hellvik,NO,59.92,0.16159999999996444,0,100,2.7066996408465585
344,4011873,Doctor Arroyo,MX,23.67,80.26159999999999,24,31,3.37778219642835
345,933117,Sebina,BW,-20.83,64.51159999999999,56,89,13.555867622752185
347,1280037,Shache,CN,38.42,27.701599999999985,0,69,2.7066996408465585
348,462008,Zubtsov,RU,56.17,-2.1784000000000106,56,72,11.766314141200741
350,3460516,Itupeva,BR,-23.15,68.78659999999996,8,83,6.397653696546411
351,1859908,Kashiwazaki,JP,37.37,53.08160000000004,48,83,5.95026532615855
352,2439376,Tahoua,NE,14.89,67.52659999999997,0,26,9.976760659649297
353,877401,Songea,TZ,-10.68,68.11160000000001,92,97,2.3711583630556627
355,3792379,Santa Rosa del Sur,CO,7.96,75.98660000000001,32,90,2.594852548249593
357,3454005,Piacabucu,BR,-10.41,78.10160000000002,92,84,9.6412193818584
360,1729564,Bacolod,PH,10.68,78.95660000000004,8,82,4.943641492785863
363,895953,Zambezi,ZM,-13.55,64.60160000000002,92,99,11.09523158561895
364,3418910,Upernavik,GL,72.79,13.031600000000026,76,92,4.160711844607106
365,1738050,Miri,MY,4.41,75.6266,68,99,3.37778219642835
366,3522013,Nuevo Progreso,MX,17.14,85.84160000000003,0,52,6.397653696546411
367,2447513,Arlit,NE,18.74,64.55660000000006,0,29,6.9568891595312365
368,3526766,Isla Aguada,MX,18.78,87.80000000000001,5,48,18.342923185902293
369,1283679,Banepa,NP,27.63,48.086599999999976,56,80,2.3711583630556627
370,3465010,Cunha,BR,-23.08,67.03160000000008,76,95,2.594852548249593
371,2219235,Awbari,LY,26.59,45.836599999999976,0,54,3.6014763816222803
372,2446796,Bilma,NE,18.69,63.161599999999964,0,24,9.6412193818584
373,539817,Kudymkar,RU,59.01,2.1416000000000395,48,68,9.193831011470543
376,1106643,Quatre Cocos,MU,-20.21,79.54160000000007,88,87,10.424149030037158
377,3578441,Saint-Francois,GP,16.25,75.98660000000001,0,100,11.766314141200741
378,3443061,Chuy,UY,-33.69,68.47159999999991,24,92,8.187207178097854
379,2015306,Tiksi,RU,71.64,-35.5684,20,67,4.831794400188898
381,1691194,Sadsadan,PH,16.9,69.91159999999996,0,87,3.042240918637454
382,3146487,Raudeberg,NO,61.99,6.371599999999944,0,100,3.1540880112344194
383,1254832,Tawang,IN,27.58,32.02159999999998,8,65,1.4763816222799409
385,3840300,Presidencia Roque Saenz Pena,AR,-26.79,77.78659999999996,56,77,2.930393826040489
386,704885,Korostyshiv,UA,50.32,10.151599999999974,88,87,13.108479252364324
387,1180729,Dalbandin,PK,28.9,54.61160000000001,68,90,2.594852548249593
392,3572189,High Rock,BS,26.63,72.79160000000007,68,100,13.66771471534915
393,512618,Paranga,RU,56.7,-13.8784,32,64,2.930393826040489
394,5768244,Rapid Valley,US,44.06,35.04199999999997,1,32,4.697577889072539
396,2156643,Mount Gambier,AU,-37.83,64.55660000000006,88,70,4.719947307591933
397,1516905,Taraz,KZ,42.89,39.19999999999993,90,100,2.2369418519393043
398,1712961,Gigmoto,PH,13.78,78.46160000000003,76,100,10.088607752246263
399,1246294,Galle,LK,6.04,76.1216,0,100,6.397653696546411
400,6138501,Saint-Augustin,CA,45.63,36.87800000000004,90,99,8.052990666981495
401,5889745,Hauterive,CA,49.18,26.599999999999966,90,73,11.408403444890453
402,1791636,Weinan,CN,34.5,42.50660000000005,88,63,6.733194974337306
403,3500957,La Romana,DO,18.43,73.2416,68,75,6.733194974337306
404,1835848,Seoul,KR,37.57,31.4366,0,91,14.562491456124873
405,3456368,Navirai,BR,-23.07,75.85160000000002,24,93,2.7066996408465585
406,6171332,Two Hills,CA,53.71,24.64160000000004,0,94,5.279182770576758
407,1489779,Kaz,RU,53.11,9.43160000000006,92,80,2.594852548249593
408,1628884,Sampit,ID,-2.54,72.34160000000003,92,100,7.068736252128202
409,1498087,Nadym,RU,65.53,-1.0083999999999946,80,79,20.825928641554924
411,3838233,Salta,AR,-24.79,63.62600000000003,90,88,4.697577889072539
413,3374083,Bathsheba,BB,13.22,77.11160000000001,20,100,13.779561807946115
414,1650233,Banjar,ID,-7.37,71.08160000000004,8,92,2.594852548249593
415,3448455,Sao Miguel do Araguaia,BR,-13.28,76.39159999999998,0,90,2.7066996408465585
418,3981460,Coahuayana,MX,18.62,83.63659999999999,0,28,2.930393826040489
420,3372745,Rabo de Peixe,PT,37.8,57.626599999999996,92,100,15.680962382094524
421,1627877,Sembakung,ID,3.82,75.31159999999994,68,99,2.8185467334435237
422,4285268,Bowling Green,US,36.99,57.632000000000005,90,93,11.408403444890453
425,3137469,Sorland,NO,67.67,35.08160000000004,76,100,17.023127493258105
426,1510377,Belyy Yar,RU,53.6,2.0516000000000076,88,85,3.37778219642835
427,3576994,Cockburn Town,TC,21.46,74.95160000000004,0,100,12.213702511588602
428,1264976,Leh,IN,34.16,4.976600000000019,88,86,1.4763816222799409
432,876177,Luau,AO,-10.71,64.06159999999994,88,100,3.713323474219245
433,5973108,Hearst,CA,49.69,19.691599999999994,20,75,5.726571140964619
434,1052373,Beira,MZ,-19.84,78.95660000000004,92,89,10.535996122634124
437,6119448,Renfrew,CA,45.47,39.58160000000004,92,99,5.391029863173723
438,2527089,Tiznit,MA,29.7,60.55159999999995,92,93,21.944399567524577
440,3401148,Cururupu,BR,-1.82,77.33660000000003,44,93,3.8251705668162104
441,1511846,Oktyabrskoye,RU,56.73,-5.643400000000042,56,84,6.9568891595312365
442,485206,Syntul,RU,55.0,-5.058400000000006,0,69,8.07536008550089
444,4020109,Atuona,PF,-9.8,81.52159999999998,8,100,17.6942100488399
445,2026696,Bikin,RU,46.82,22.97660000000002,88,79,7.292430437322133
446,1640972,Katobu,ID,-4.94,75.98660000000001,92,100,4.160711844607106
447,1633419,Padang,ID,-0.92,80.71160000000003,76,100,0.8052990666981495
448,3461888,Guarapari,BR,-20.67,79.9916,32,92,18.70083388221258
450,2077963,Albany,AU,-35.02,61.90159999999997,0,82,5.391029863173723
452,1640902,Kawalu,ID,-7.38,66.35660000000001,12,91,2.3711583630556627
453,133595,Gerash,IR,27.67,48.19999999999993,12,100,3.6014763816222803
454,1805733,Jinchang,CN,38.52,18.341600000000028,12,60,3.8251705668162104
455,3347853,Longonjo,AO,-12.91,62.57660000000004,12,77,4.943641492785863
456,2311127,Tshela,CD,-4.99,70.22660000000002,92,97,2.594852548249593
457,1735902,Sibu,MY,2.29,77.78659999999996,20,96,3.6014763816222803
458,978895,Margate,ZA,-30.86,73.2416,48,91,15.233574011706663
459,2067089,Maningrida,AU,-12.05,86.20160000000004,20,81,8.634595548485715
460,3419842,Sisimiut,GL,66.94,1.9615999999999758,36,59,3.6014763816222803
461,2013921,Ust-Kuyga,RU,70.0,-19.278399999999976,68,82,4.160711844607106
462,1636022,Martapura,ID,-3.41,76.66159999999996,80,100,4.160711844607106
464,3373652,Oistins,BB,13.07,77.11160000000001,20,100,13.779561807946115
465,500886,Rtishchevo,RU,52.26,0.07159999999998945,56,75,12.101855418991637
466,1726449,Basco,PH,20.45,76.93160000000006,80,100,7.516124622516063
467,5915327,Cap-aux-Meules,CA,47.38,21.199999999999932,20,85,5.816048815042191
469,3831208,Qaanaaq,GL,77.48,15.731600000000014,80,84,10.64784321523109
470,1283465,Dhankuta,NP,26.98,56.68160000000006,88,98,1.7000758074738713
471,543899,Kostomuksha,RU,64.59,2.771599999999978,24,76,6.9568891595312365
473,3871616,Santa Cruz,CL,-34.64,65.23160000000001,0,85,3.2659351038313846
474,370481,Marawi,SD,18.48,70.13659999999999,0,30,13.44402053015522
476,3422683,Kangaatsiaq,GL,68.31,8.441599999999994,32,100,6.621347881740341
477,3531368,Celestun,MX,20.87,80.75659999999999,0,88,9.6412193818584
479,1815456,Changzhou,CN,31.81,48.626599999999996,44,93,6.621347881740341
482,1637001,Luwuk,ID,-0.95,78.46160000000003,36,100,3.37778219642835
483,2028164,Deputatskiy,RU,69.3,-13.29340000000002,68,77,3.489629289025315
486,4328010,Houma,US,29.6,78.87200000000001,1,65,11.408403444890453
488,2029947,Moron,MN,47.38,-14.643400000000042,20,57,5.95026532615855
489,884927,Mutoko,ZW,-17.4,64.69160000000005,20,99,3.042240918637454
491,2964782,Dingle,IE,52.14,32.921599999999955,20,100,28.990766401133385
492,1795565,Shenzhen,CN,22.54,62.6216,12,98,4.048864752010141
493,2971298,Ussel,FR,45.55,38.411599999999964,88,84,20.49038736376403
496,2377450,Nouakchott,MR,18.08,64.55660000000006,0,98,14.450644363527907
497,3932145,Pisco,PE,-13.71,73.51159999999999,20,69,2.930393826040489
498,2120047,Ust-Omchug,RU,61.13,-10.008399999999995,44,78,3.37778219642835
506,1864105,Fujinomiya,JP,35.24,47.59160000000003,68,88,5.391029863173723
508,3115739,Naron,ES,43.52,47.231600000000014,92,100,17.470515863645968
509,2070998,Geraldton,AU,-28.77,75.94160000000005,0,76,11.542619956006812
510,1090225,Koungou,YT,-12.73,78.80000000000001,76,88,2.2369418519393043
511,4997191,Ionia,US,42.99,57.19999999999999,40,50,8.052990666981495
512,2252309,Bambey,SN,14.7,67.57159999999993,0,54,10.759690307828054
515,4957320,Bar Harbor,US,44.39,44.599999999999966,90,56,4.697577889072539
517,719656,Jaszalsoszentgyorgy,HU,47.37,11.861599999999953,36,76,6.621347881740341
518,101312,Turayf,SA,31.68,48.19999999999993,0,87,2.2369418519393043
519,2630299,Hofn,IS,64.25,35.599999999999966,75,93,2.2369418519393043
520,3571913,Marsh Harbour,BS,26.54,73.55660000000006,80,100,12.661090881976463
521,3818398,Zarumilla,PE,-3.5,79.40660000000008,48,83,4.943641492785863
522,552312,Smolenka,RU,54.28,-10.143400000000042,0,70,6.845042066934272
523,3942259,Coracora,PE,-15.02,44.80160000000001,80,93,2.3711583630556627
526,2172797,Cairns,AU,-16.92,75.17659999999995,92,100,5.614724048367654
527,964432,Port Alfred,ZA,-33.59,69.10160000000002,92,92,4.3844060298010366
529,2428394,Mao,TD,14.12,71.17159999999996,0,34,4.719947307591933
530,2021017,Kysyl-Syr,RU,63.9,-18.288400000000024,44,79,4.496253122398001
534,3465329,Coruripe,BR,-10.12,80.48660000000001,32,99,13.22032634496129
535,1250161,Batticaloa,LK,7.71,77.42659999999995,48,100,1.2526874370860106
536,4176380,Venice,US,27.1,79.46599999999995,1,69,10.2899325189208
537,69559,Yarim,YE,14.3,39.671599999999955,0,81,2.3711583630556627
538,1651531,Ambon,ID,-3.7,83.18659999999994,8,97,5.726571140964619
541,2538474,Rabat,MA,34.02,61.001599999999996,0,83,20.71408154895796
542,2281951,Sassandra,CI,4.95,79.72159999999991,48,96,6.17395951135248
543,3946937,Azangaro,PE,-14.91,44.48659999999995,80,85,2.930393826040489
545,3855666,San Nicolas,AR,-27.11,71.59999999999997,75,78,6.934519741011844
546,7626370,Bud,NO,62.91,21.199999999999932,20,53,16.10598133396299
547,2027296,Aykhal,RU,65.95,-35.92840000000001,0,64,3.042240918637454
550,3388456,Sao Jose da Coroa Grande,BR,-8.9,77.15660000000008,88,96,7.068736252128202
551,933649,Khakhea,BW,-24.69,65.72660000000002,8,77,4.160711844607106
552,3382160,Cayenne,GF,4.94,78.05660000000006,56,84,7.068736252128202
553,2025256,Chumikan,RU,54.72,-1.1884000000000015,0,57,6.062112418755515
557,1492566,Severo-Yeniseyskiy,RU,60.37,-20.89839999999998,0,59,2.3711583630556627
558,3415720,Hella,IS,63.84,36.79160000000002,68,100,4.831794400188898
559,689198,Kyrylivka,UA,47.65,32.201599999999985,92,96,27.089365826984977
560,2264923,Peniche,PT,39.36,56.63659999999999,92,97,28.65522512334249
562,3938531,Iberia,PE,-11.41,84.35660000000001,56,62,3.1540880112344194
565,2242885,Camabatela,AO,-8.19,64.60160000000002,64,96,5.838418233561584
566,2013952,Ust-Ilimsk,RU,57.96,-8.973400000000026,32,64,2.594852548249593
567,244878,Biltine,TD,14.53,68.8766,0,28,7.963512992903924
569,3622716,Nicoya,CR,10.15,83.05159999999995,8,51,12.884785067170393
570,3663145,Curuca,BR,-2.52,81.79160000000007,8,77,2.3711583630556627
573,3466641,Catu,BR,-12.35,78.10160000000002,24,76,5.95026532615855
574,1160939,Iranshahr,IR,27.21,51.77659999999997,56,94,2.3711583630556627
575,1650434,Bambanglipuro,ID,-7.95,74.86160000000001,12,89,4.943641492785863
577,1855540,Naze,JP,28.37,62.93659999999994,0,100,20.266693178570097
578,1855476,Kushima,JP,31.5,55.51159999999999,0,100,20.04299899337617
579,3391220,Presidente Dutra,BR,-5.29,75.22159999999991,88,93,2.7066996408465585
580,3421982,Maniitsoq,GL,65.42,17.621599999999944,92,74,6.621347881740341
581,3401845,Conceicao do Araguaia,BR,-8.26,77.56159999999994,20,91,2.930393826040489
582,359792,Aswan,EG,24.09,52.81159999999994,0,69,4.831794400188898
583,3654410,Manta,EC,-0.95,78.73160000000001,0,97,7.963512992903924
584,352628,Matay,EG,28.42,49.97660000000002,0,57,5.279182770576758
586,149929,Kisanga,TZ,-5.57,62.80159999999995,92,98,7.068736252128202
587,2521570,Arrecife,ES,28.96,65.90660000000008,0,84,30.10923732710304
589,5887916,Athabasca,CA,54.72,30.041600000000017,12,86,4.3844060298010366
594,5970478,Harbour Breton,CA,47.48,33.01159999999999,32,93,11.766314141200741
595,1294041,Taungdwingyi,MM,20.0,62.93659999999994,48,83,3.2659351038313846
597,1244926,Hambantota,LK,6.12,78.95660000000004,24,100,11.207078678215915
600,1529376,Korla,CN,41.76,20.72660000000002,0,75,2.930393826040489
603,2016764,Shelekhov,RU,52.21,-9.399999999999977,0,76,4.473883703878609
604,3870282,Talcahuano,CL,-36.72,60.55159999999995,0,92,13.44402053015522
605,4722831,Rio Bravo,MX,27.36,90.21200000000005,1,35,11.408403444890453
606,6050066,La Ronge,CA,55.1,30.199999999999932,75,58,6.934519741011844
611,3532499,Tecoanapa,MX,16.99,80.80159999999995,0,56,7.739818807709994
612,1273874,Kochi,IN,9.96,76.48160000000001,0,91,2.7066996408465585
616,3470177,Bela Vista,BR,-22.11,76.21160000000003,20,92,3.042240918637454
618,614613,Gali,GE,42.63,47.59160000000003,88,54,3.1540880112344194
619,124647,Bardsir,IR,29.93,48.19999999999993,40,49,9.171461592951147
620,2449893,Tessalit,ML,20.2,66.85160000000002,0,43,4.608100214994967
622,5234372,Burlington,US,44.47,52.843999999999994,75,30,12.750568556054036
625,3675443,Cartagena,CO,5.03,56.68160000000006,48,94,2.1474641778617323
626,3662342,Sao Gabriel da Cachoeira,BR,-0.13,77.7416,36,91,2.1474641778617323
627,1258338,Ratnagiri,IN,16.98,76.30159999999995,0,100,2.3711583630556627
628,4726440,San Juan,US,26.19,86.738,1,58,24.158972000944487
630,2075720,Broome,AU,-17.97,80.1266,12,99,7.963512992903924
631,2038067,Chifeng,CN,42.27,10.781600000000026,0,42,14.003255993140046
634,129933,Juybar,IR,36.64,49.99999999999994,90,100,4.697577889072539
636,2057087,Kupang,ID,-10.16,82.28659999999996,64,96,4.3844060298010366
638,3468893,Brumado,BR,-14.2,76.30159999999995,0,56,10.424149030037158
640,3885456,La Ligua,CL,-32.45,64.39999999999992,20,72,10.2899325189208
643,1608057,Pak Chong,TH,14.71,67.97660000000002,8,93,2.594852548249593
644,3107886,Toro,ES,41.52,44.30660000000006,92,93,12.325549604185568
645,3524348,El Coyote,MX,24.99,87.05660000000006,12,43,7.516124622516063
646,1799491,Neijiang,CN,29.59,55.55660000000006,92,84,6.9568891595312365
651,57000,Hobyo,SO,5.35,77.7416,92,84,10.983384493021985
652,3133983,Trofors,NO,65.54,17.599999999999966,0,57,4.697577889072539
653,3374120,Vila do Maio,CV,15.13,68.15660000000008,8,100,8.410901363291785
655,3139597,Sistranda,NO,63.73,16.406600000000026,0,100,7.4042775299190975
656,3893629,Coquimbo,CL,-29.95,64.3766,0,98,6.845042066934272
657,6144312,Sept-Iles,CA,50.2,17.599999999999966,75,72,2.483005455652628
658,2757220,Den Helder,NL,52.96,20.012,56,62,27.514384778853444
660,1795857,Shaowu,CN,27.34,44.30660000000006,0,82,2.7066996408465585
663,2210554,Surt,LY,31.21,54.88159999999999,0,100,9.193831011470543
664,2610806,Vagur,FO,61.47,36.61159999999995,44,100,15.79280947469149
665,336745,Gewane,ET,10.16,63.92659999999995,8,75,2.594852548249593
669,2027806,Amazar,RU,53.86,-4.4734000000000265,36,73,2.7066996408465585
671,2396518,Port-Gentil,GA,-0.72,79.81159999999994,44,100,10.312301937440193
672,556268,Ostrovnoy,RU,68.05,26.171599999999955,80,94,12.437396696782532
676,3412093,Vestmannaeyjar,IS,63.44,36.79160000000002,68,100,4.831794400188898
678,2169068,Deniliquin,AU,-35.53,72.88159999999999,0,51,12.772937974573429
679,1512218,Aban,RU,56.67,-12.618400000000008,36,58,3.042240918637454
682,2166368,Forbes,AU,-33.38,70.9916,0,76,6.17395951135248
684,187585,Marsabit,KE,2.34,71.35160000000002,76,85,2.2593112704586975
685,2068079,Kwinana,AU,-32.25,69.91159999999996,0,75,11.430772863409846
686,1786657,Yinchuan,CN,38.48,21.221599999999967,8,55,2.1474641778617323
687,2128975,Nemuro,JP,43.32,34.18160000000006,68,94,18.70083388221258
688,5113792,Marathon,US,42.44,52.68199999999996,40,40,8.052990666981495
689,4344599,Vidalia,US,31.57,80.59999999999997,1,54,9.171461592951147
690,4165869,New Port Richey,US,28.24,80.36599999999993,1,61,4.697577889072539
691,885800,Mount Darwin,ZW,-16.77,70.09160000000003,64,93,5.726571140964619
692,3046499,Pellerd,HU,46.03,-3.2583999999999946,0,63,2.594852548249593
694,579999,Babayurt,RU,43.6,38.951599999999985,92,98,13.332173437558254
695,526543,Miloslavskoye,RU,53.58,2.0516000000000076,68,79,13.44402053015522
697,551047,Kerchevskiy,RU,59.95,5.6515999999999735,68,83,8.52274845588875
700,1254609,Thenzawl,IN,23.28,52.58660000000003,8,89,2.2593112704586975
701,2014833,Tura,RU,64.27,-30.393400000000042,8,48,2.2593112704586975
702,1500933,Labytnangi,RU,66.66,14.201599999999985,0,67,19.70745771558527
703,1789647,Xichang,CN,27.88,41.11159999999995,0,41,2.1474641778617323
704,4893171,Freeport,US,42.3,52.807999999999936,90,81,10.2899325189208
705,777019,Vardo,NO,70.37,28.399999999999977,75,100,11.408403444890453
714,4944903,Nantucket,US,41.28,45.33800000000002,1,65,20.80355922303553
715,6179652,Weyburn,CA,49.67,25.406600000000026,0,79,3.042240918637454
716,905382,Mufumbwe,ZM,-13.68,64.96160000000003,92,99,5.167335677979794
718,3665098,Barcelos,BR,-0.97,84.04160000000007,48,72,6.285806603949445
719,3689325,Mutis,CO,6.23,79.13659999999999,12,100,6.17395951135248
720,2234663,Batouri,CM,4.44,68.47159999999991,44,95,6.733194974337306
721,1171502,Mailsi,PK,29.8,63.92659999999995,44,90,8.74644264108268
722,3423146,Ilulissat,GL,69.22,10.399999999999977,20,60,1.1184709259696521
723,3386177,Trairi,BR,-3.28,79.58660000000003,20,100,9.41752519666447
725,1626099,Sumenep,ID,-7.02,80.80159999999995,12,100,1.588228714876906
726,3353383,Rundu,NA,-17.91,67.48160000000001,48,88,5.055488585382827
727,88319,Benghazi,LY,32.12,61.09160000000003,0,100,10.983384493021985
731,3534915,Trinidad,CU,21.81,80.59999999999997,24,65,9.171461592951147
733,3448454,Belmonte,BR,-26.84,71.53160000000008,88,90,4.608100214994967
734,780687,Berlevag,NO,70.86,30.146000000000015,75,100,8.052990666981495
735,2281120,Tabou,CI,4.42,82.8716,20,95,6.9568891595312365
736,5762718,Belle Fourche,US,44.67,33.799999999999955,0,37,13.869039482023688
738,477940,Ust-Tsilma,RU,65.44,21.401599999999974,80,79,11.766314141200741
739,2120334,Tymovskoye,RU,50.85,8.711599999999976,24,63,3.6014763816222803
740,1019704,Bethlehem,ZA,-28.23,59.741600000000005,32,77,2.594852548249593
741,934649,Cap Malheureux,MU,-19.98,80.6216,36,100,17.246821678452037
742,5905393,Bonavista,CA,48.65,31.4366,92,96,13.779561807946115
